stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops,Nearest Metro,Metro Line,Metro Distance (m),Walking Time (min),PR_norm,Degree_norm,Distance_norm,Routes_norm,Accessibility,LMCI,Betweenness_norm,PageRank_norm,Trips_norm,LMCI Category
Vishwa Vidyalaya Metro Station,28.695213,77.214096,148,148,0.0012619888944977,0.0054342867934085,0.0002722056584465,"Vishwa Vidyalaya Metro Station (120 m), Vishwa Vidyalaya Metro Station (121 m), Lucknow Road (210 m), INS Hostel (220 m), INS Hostel (256 m)",Vishwa Vidyalaya,Yellow Line,63.95,0.77,0.13139162530388188,0.1600000000000038,0.0036686765072058715,0.44277108433734946,0.9963313234927941,0.429,0.046123836917563055,0.13139162530388188,0.44277108433734946,Poor
INS Hostel,28.696149,77.211705,148,148,0.0010095911155981,0.0043004968585932,0.0002056863923101,"INS Hostel (43 m), Khalsa College (242 m), Khalsa College (253 m), Vishwa Vidyalaya Metro Station (256 m), Vishwa Vidyalaya Metro Station (374 m)",Vishwa Vidyalaya,Yellow Line,319.3,3.83,0.09336332054036901,0.11999999999999496,0.018524314726600405,0.44277108433734946,0.9814756852733996,0.408,0.036500726463468865,0.09336332054036901,0.44277108433734946,Poor
GTB Nagar,28.698363,77.20568,145,145,0.0025239777889954,0.005086119196979,0.000469226271227,"GTB Nagar (1 m), Vijay Nagar (62 m), GTB Nagar (82 m), GTB Nagar (86 m), GTB Nagar / Haqiqat Nagar (179 m)",GTB Nagar,Yellow Line,75.92,0.91,0.2440260595465504,0.36000000000000065,0.004365061819468071,0.4337349397590362,0.995634938180532,0.485,0.04316874344381179,0.2440260595465504,0.4337349397590362,Poor
New Police Lines,28.699194,77.203386,70,70,0.0010095911155981,0.0023042730353791,0.0003261608038275,"New Police Line (60 m), Vijay Nagar (181 m), TB Hospital (213 m), TB Hospital (220 m), GTB Nagar (242 m)",GTB Nagar,Yellow Line,318.21,3.82,0.1622371657207136,0.11999999999999496,0.01846090119357068,0.20783132530120482,0.9815390988064293,0.387,0.01955765636555618,0.1622371657207136,0.20783132530120482,Poor
Alpana Cinema (Model Town Mtr Stn),28.70271,77.193708,130,130,0.0015143866733972,0.0025563457489127,0.0004599782491136,"Alpana Cinema (Model Town Mtr Stn) (6 m), Alpana Cinema (Model Town Mtr Stn) (36 m), Malik Pur Vill (360 m), Model Town II (343 m), Model Town II (348 m)",Model Town,Yellow Line,27.68,0.33,0.23873907092182725,0.19999999999999685,0.0015585766512534933,0.38855421686746994,0.9984414233487465,0.451,0.021697138724951295,0.23873907092182725,0.38855421686746994,Poor
Model Town II,28.704042,77.190535,144,144,0.0015143866733972,0.0017395051493714,0.0002288800156157,"Model Town II (28 m), Alpana Cinema (Model Town Mtr Stn) (343 m), Alpana Cinema (Model Town Mtr Stn) (342 m), Alpana Cinema (Model Town Mtr Stn) (350 m), Malik Pur Vill (539 m)",Model Town,Yellow Line,368.42,4.42,0.10662285010022422,0.19999999999999685,0.02138199614166467,0.4307228915662651,0.9786180038583353,0.417,0.01476415487018196,0.10662285010022422,0.4307228915662651,Poor
Model Town III,28.705905,77.185185,142,142,0.0012619888944977,0.0001162819803882,0.0001990820627992,"Model Town III (27 m), Azadpur Metro Station (444 m), Azadpur Metro station (458 m), Bara Bagh (509 m), Bara Bagh (521 m)",Model Town,Yellow Line,930.36,11.16,0.08958770078406905,0.1600000000000038,0.054074290408383144,0.42469879518072295,0.9459257095916168,0.394,0.0009869503218678274,0.08958770078406905,0.42469879518072295,Poor
Azadpur Metro Station,28.707269,77.180917,41,41,0.0015143866733972,0.0001652890446398,0.0002453698410957,"Azadpur Metro station (22 m), Azadpur Terminal (77 m), Azadpur Terminal (148 m), Azadpur Terminal (Bara Bagh Road) (180 m), Azadpur Terminal (260 m)",Azadpur,Yellow Line,526.44,6.32,0.11604989500424844,0.19999999999999685,0.030575213104377514,0.12048192771084339,0.9694247868956225,0.368,0.0014029007354696766,0.11604989500424844,0.12048192771084339,Poor
Azadpur Terminal,28.707649,77.178289,246,246,0.0053003533568904,0.0082566015462753,0.0009428565513059,"Azadpur Terminal (9 m), Azad Pur Terminal (10 m), Azadpur Terminal (50 m), Azadpur Terminal (88 m), Azadpur Terminal (127 m)",Azadpur,Yellow Line,267.9,3.21,0.5147950815489201,0.8000000000000032,0.015533988490152863,0.7379518072289156,0.9844660115098471,0.665,0.07007840360498137,0.5147950815489201,0.7379518072289156,Moderate
Shalimar Bagh Crossing,28.703355,77.169098,20,20,0.0020191822311963,0.0003916098389304,0.0002433453129393,"Shalimar Bagh (Ring Road) (20 m), Shalimar Bagh (46 m), Shalimar Crossing Ring Road (53 m), SHALIMAR BAGH CROSSING (65 m), Shalimar Bagh A Block (162 m)",Azadpur,Yellow Line,790.22,9.48,0.11489249537846148,0.27999999999999875,0.045921288097570734,0.0572289156626506,0.9540787119024292,0.366,0.0033238121271125794,0.11489249537846148,0.0572289156626506,Poor
Ashok Vihar Crossing,28.701819,77.165532,107,107,0.0050479555779909,0.0117246794595671,0.0011433611709086,"Ashok Vihar Crossing (23 m), Ashok Vihar Crossing (116 m), Ashok Vihar Crossing (123 m), Wazir Pur Industrial Area/ Ashok Vihar Crossing (139 m), Ashok Vihar Xing (162 m)",Azadpur,Yellow Line,1173.18,14.08,0.6294212827025629,0.7600000000000101,0.06820096388570204,0.31927710843373497,0.9317990361142979,0.614,0.09951392406446422,0.6294212827025629,0.31927710843373497,Moderate
Richi Rich,28.70097,77.161821,101,101,0.0030287733467945,0.0010314152229837,0.0004814949861677,"Richi Rich (36 m), Ashok Vihar Crossing (264 m), Prem Bari Pull (341 m), Prem Bari Pul (343 m), Prem Bari Pull (350 m)",Netaji Subhash Place,Red Line,1049.75,12.6,0.25103994376266475,0.44000000000000256,0.06102010848950127,0.30120481927710846,0.9389798915104988,0.457,0.00875419891289054,0.25103994376266475,0.30120481927710846,Poor
Prem Bari Pul,28.700065,77.158465,43,43,0.0007571933366986,0.0001015616249936,0.000108028947675,"Prem Bari Pull (2 m), Prem Bari Pull (24 m), Prembari Pul (318 m), Richi Rich (343 m), Richi Rich (364 m)",Netaji Subhash Place,Red Line,722.36,8.67,0.037533674744302886,0.0800000000000019,0.041973359334821124,0.12650602409638553,0.9580266406651788,0.328,0.0008620104176263653,0.037533674744302886,0.12650602409638553,Poor
Punjab Kesari (Subhash Palace Depot),28.695994,77.155671,56,56,0.0015143866733972,0.0007401869649277,0.0002597536472321,"Punjab Kesari (23 m), Punjab Kesari (31 m), Wazirpur Depot / Subhash Place Depot (148 m), Wazirpur Depot / Subhash Place Depot (150 m), Netaji Subash Place/Wazirpur Depot (157 m)",Netaji Subhash Place,Red Line,296.23,3.55,0.12427295270143772,0.19999999999999685,0.01718215857339331,0.16566265060240964,0.9828178414266067,0.382,0.006282381507770536,0.12427295270143772,0.16566265060240964,Poor
Wazirpur DTC Depot / Netaji Subhash Palace,28.693861,77.150918,48,48,0.0025239777889954,0.0016694128435601,0.000309702358534,"Wazirpur DTC Depot / Netaji Subhash Palace (16 m), Netaji Subhash Palace (Wazirpur Depot) Road No 41 (34 m), Netaji Subhash Palace (Wazirpur Depot) Road No 41 (34 m), Wazirpur DTC Depot / Netaji Subhash Palace (33 m), TV Tower Pitam Pura (127 m)",Netaji Subhash Place,Red Line,295.44,3.55,0.1528280605109324,0.36000000000000065,0.01713619830633507,0.14156626506024098,0.9828638016936649,0.41,0.014169242197126551,0.1528280605109324,0.14156626506024098,Poor
Pitampura ND Block,28.69553,77.146025,78,78,0.0020191822311963,0.0016220714111664,0.0003635868128461,"Pitampura ND Block (44 m), Kohat Enclave Metro Station (418 m), Pitampura ND Block (468 m), ND- Block Pitam Pura (469 m), Kohat Enclave Metro Station (428 m)",Kohat Enclave,Red Line,604.03,7.25,0.18363318765100498,0.27999999999999875,0.03508920946013557,0.2319277108433735,0.9649107905398644,0.414,0.013767428934377997,0.18363318765100498,0.2319277108433735,Poor
Kohat Enclave Metro Station,28.697168,77.142174,67,67,0.0012619888944977,0.0025674459306554,0.0002657776205987,"Kohat Enclave Metro Station (20 m), Pitam Pura KD Block (352 m), DAV Stop (348 m), DAV School (354 m), Pitam Pura KD Block (369 m)",Kohat Enclave,Red Line,186.79,2.24,0.12771678947802825,0.1600000000000038,0.010815207146996058,0.19879518072289157,0.989184792853004,0.386,0.021791352186978478,0.12771678947802825,0.19879518072289157,Poor
Vaishali  Enclave / Kapil Vihar,28.699303,77.137619,35,35,0.0007571933366986,0.0001516626340979,0.0001435583657242,"Vaishali Enclave / Kapil Vihar (59 m), Kapil Vihar (262 m), Kapil Vihar (271 m), Kapil Vihar (283 m), Kapil Vihar (285 m)",Kohat Enclave,Red Line,317.78,3.81,0.05784543727750205,0.0800000000000019,0.018435884845678218,0.10240963855421688,0.9815641151543217,0.336,0.001287245754144676,0.05784543727750205,0.10240963855421688,Poor
JD Block Pitam Pura,28.701454,77.134768,43,43,0.0020191822311963,0.0005479720852259,0.0002431193462106,"Pitampura JD Block (72 m), Pitampura Metro Station Madhuban Chowk (162 m), Kapil Vihar (205 m), Kapil Vihar (209 m), Kapil Vihar (214 m)",Pitam Pura,Red Line,317.74,3.81,0.11476331278032824,0.27999999999999875,0.01843355774354869,0.12650602409638553,0.9815664422564513,0.385,0.004650946123232415,0.11476331278032824,0.12650602409638553,Poor
Pitampura Metro Station Madhuban Chowk,28.702377,77.133476,14,14,0.0007571933366986,0.0,8.795074821746338e-05,"Madhuban Chowk Pitampura Metro Stn (69 m), Pitampura JD Block (94 m), JD Block Pitam Pura (162 m), Madhuban Chowk (Outer Ring Road) (308 m), Kapil Vihar (331 m)",Pitam Pura,Red Line,155.25,1.86,0.026055197418528766,0.0800000000000019,0.00898028711786074,0.0391566265060241,0.9910197128821393,0.322,0.0,0.026055197418528766,0.0391566265060241,Poor
Madhuban Chowk Outer Ring Road,28.702886,77.130242,106,106,0.0037859666834931,0.0011552410393223,0.0004723713432694,"Madhuvan Chowk (198 m), Madhuvan Chowk (262 m), Madhuban Chowk Outer Ring Road (239 m), Madhuban Chowk Pitampura Metro Stn (254 m), Madhuban Chowk (Outer Ring Road) (298 m)",Pitam Pura,Red Line,200.69,2.41,0.24582406131473503,0.5599999999999975,0.011623875137008136,0.3162650602409639,0.9883761248629919,0.491,0.009805177997379278,0.24582406131473503,0.3162650602409639,Poor
Kali Mata Mandir,28.697185,77.115505,104,104,0.0017667844522968,0.0006262150856639,0.0002835298514008,"Kali Mata Mandir (20 m), Kali Mata Mandir (56 m), Puspanjali Enclave Rohini Depot 3 (267 m), Deepali Chowk Ring Road (360 m), Deepali Chowk (Saraswati Vihar) (371 m)",Rohini East,Red Line,1545.76,18.55,0.13786553708733276,0.2400000000000057,0.08987675667122001,0.3102409638554217,0.91012324332878,0.391,0.005315038308525338,0.13786553708733276,0.3102409638554217,Poor
Mangol Pur School (Kanjhawla Road),28.694632,77.105225,57,57,0.0035335689045936,0.0011251015346973,0.000422621148335,"Mangol Pur School (Kanjhawla Road) (30 m), Mangol Pur School (Outer Ring Road) (109 m), Mangol Pur School (Outer Ring Road) (113 m), Mangolpur Police Lines (135 m), Mangolpur School (145 m)",Paschim Vihar West,Green Line,1795.24,21.54,0.2173824430453738,0.5200000000000045,0.10439089265310586,0.1686746987951807,0.8956091073468941,0.428,0.009549367134068601,0.2173824430453738,0.1686746987951807,Poor
Mangolpur Kalan Village,28.695549,77.101135,73,73,0.0020191822311963,0.0005550350594179,0.000295680342013,"Mangolpur Kalan Village (9 m), Mangolpur Kalan Village (14 m), West Enclave (ORR) (249 m), West Enclave (ORR) (258 m), West Enclave / Sansad Vihar (T) (424 m)",Paschim Vihar West,Green Line,1875.8,22.51,0.1448118338050306,0.27999999999999875,0.10907767634198161,0.21686746987951808,0.8909223236580184,0.379,0.004710893542676657,0.1448118338050306,0.21686746987951808,Poor
Avantika Xing,28.698239,77.097085,76,76,0.0020191822311963,0.0007910392163109,0.0003127303769441,"Avantika Xing (21 m), Avantika Crossing (78 m), Avantika Crossing (88 m), Avantika Crossing (105 m), Avantika Crossing (Chhotu Ram Marg) (112 m)",Peera Garhi,Green Line,2087.67,25.05,0.15455914405434812,0.27999999999999875,0.12140375454657577,0.22590361445783133,0.8785962454534242,0.379,0.006713993058440736,0.15455914405434812,0.22590361445783133,Poor
Mangol Pur Khurd,28.700005,77.094325,91,91,0.002776375567895,0.0032123009997265,0.0005070425981737,"Mangol Pur Khurd (13 m), Avantika Crossing (246 m), Avantika Crossing (271 m), Avantika Crossing (269 m), Avantika Crossing (Chhotu Ram Marg) (288 m)",Peera Garhi,Green Line,2244.28,26.93,0.2656452217786908,0.4000000000000095,0.13051494115922266,0.27108433734939763,0.8694850588407773,0.432,0.02726459847890701,0.2656452217786908,0.27108433734939763,Poor
Mangolpuri Y Block,28.702634,77.089647,45,45,0.0020191822311963,0.0113234092213352,0.0003702215394379,"Mangol Puri Y Block (15 m), Mangol Puri D Block (112 m), Mangol Puri Y Block (133 m), Mangol Puri Y Block (144 m), Mangolpuri Y Block (161 m)",Peera Garhi,Green Line,2547.18,30.57,0.18742618507130404,0.27999999999999875,0.14813692203509732,0.13253012048192772,0.8518630779649027,0.379,0.09610811871563184,0.18742618507130404,0.13253012048192772,Poor
Buddh Vihar,28.706566,77.084098,54,54,0.0017667844522968,0.0015071268299195,0.0001698883620107,"Buddh Vihar (25 m), Main Kajawala Road (240 m), Krishna Vihar (355 m), Budh Vihar (370 m), Krishna Vihar (441 m)",Udyog Nagar,Green Line,2839.89,34.08,0.0728979954514304,0.2400000000000057,0.16516607364347397,0.15963855421686746,0.8348339263565261,0.331,0.012791829868384598,0.0728979954514304,0.15963855421686746,Poor
Krishna Vihar,28.709736,77.081042,84,84,0.0022715800100959,0.0168316736632203,0.000237807292985,"Krishna Vihar (14 m), Krishna Vihar (22 m), Brahm Shakti Hospital (294 m), Brahm Shakti Hospital (311 m), Buddh Vihar (448 m)",Rithala,Red Line,2833.37,34.0,0.11172647261782716,0.3200000000000076,0.1647867559963604,0.25000000000000006,0.8352132440036396,0.385,0.142859845386459,0.11172647261782716,0.25000000000000006,Poor
Brahm Shakti Hospital,28.7125001,77.0805,90,90,0.0012619888944977,0.0095035006422912,0.0002084675305762,"Brahm Shakti Hospital (25 m), Krishna Vihar (311 m), Krishna Vihar (310 m), Krishna Vihar (333 m), Pooth Kalan (392 m)",Rithala,Red Line,2764.63,33.18,0.09495326552496716,0.1600000000000038,0.1607876309867611,0.26807228915662656,0.8392123690132389,0.352,0.08066153488672617,0.09495326552496716,0.26807228915662656,Poor
Pooth Kalan,28.714257,77.076933,86,86,0.0015143866733972,0.0020500970904832,0.0001660241065589,"Rohini Sec-23 Pkt-C Crossing (3 m), Pooth Kalan (16 m), Rohini Sec 20/21 More (292 m), Poothkalan (321 m), Brahm Shakti Hospital (399 m)",Rithala,Red Line,3043.18,36.52,0.07068884474156255,0.19999999999999685,0.1769929884412837,0.2560240963855422,0.8230070115587163,0.336,0.017400322703121203,0.07068884474156255,0.2560240963855422,Poor
Rohini Sec 20/21 More,28.7155,77.0743,37,37,0.0020191822311963,0.0092746376846882,0.0002734205466239,"Poothkalan (44 m), Rohini Sec-23 Pkt-C Crossing (292 m), Pooth Kalan (292 m), Pooth Kalan (300 m), Rohini Sec 21 (379 m)",Rithala,Red Line,3265.96,39.19,0.13208616300020914,0.27999999999999875,0.1899537837517075,0.10843373493975905,0.8100462162482925,0.346,0.07871904673064362,0.13208616300020914,0.10843373493975905,Poor
Rohini Sec-21,28.7187,77.0696,68,68,0.003281171125694,0.0039602512196638,0.0004347528425355,"Rohini Sec-21 (20 m), Rohini Sector-21 (57 m), Rohini Sec 20/21/22 Crossing (153 m), Rohini Sec 20/21/22 Crossing (175 m), Police Station Begumpur (451 m)",Nangloi,Green Line,4051.11,48.62,0.22431799406916808,0.47999999999999565,0.23563188967674223,0.20180722891566266,0.7643681103232578,0.393,0.03361287108179725,0.22431799406916808,0.20180722891566266,Poor
Rohini Sec 20/21/22 Crossing,28.720102,77.068773,32,32,0.0022715800100959,0.0008689401321964,0.0002970136193926,"Rohini Sec 20/21/22 Crossing (26 m), Rohini Sec-21 (175 m), Rohini Sec-21 (174 m), Rohini Sector-21 (228 m), Begum Pur (Kanjhawala Road) (299 m)",Nangloi,Green Line,4197.09,50.37,0.14557405325618566,0.3200000000000076,0.2441246488984662,0.09337349397590362,0.7558753511015338,0.326,0.007375181780462148,0.14557405325618566,0.09337349397590362,Poor
Police Station Begumpur,28.723041,77.071322,41,41,0.0022715800100959,0.0025393472859977,0.0004103154285725,"Police Station Begumpur (67 m), Rohini Ext (Balaji Babosa Marg) (253 m), Rohini Ext (Balaji Babosa Marg) (260 m), Rohini Sec 20/21/22 Crossing (409 m), Rohini Sec 20/21/22 Crossing (410 m)",Rithala,Red Line,3512.14,42.15,0.21034740359525186,0.3200000000000076,0.20427593380790698,0.12048192771084339,0.795724066192093,0.361,0.021552863245730785,0.21034740359525186,0.12048192771084339,Poor
Begumpur Extension,28.728585,77.075589,27,27,0.0010095911155981,0.0001106239936827,0.0002225270790369,"Begumpur Extension (38 m), Rohini Ext (Balaji Babosa Marg) (510 m), Rohini Ext (Balaji Babosa Marg) (527 m), Power House Rohini Sec 24 (485 m), Power House Rohini Sec 24 (490 m)",Rithala,Red Line,3204.58,38.46,0.10299094881216005,0.11999999999999496,0.1863828455339419,0.0783132530120482,0.8136171544660581,0.3,0.0009389278184543596,0.10299094881216005,0.0783132530120482,Poor
Deep Vihar,28.73102,77.084364,16,16,0.0017667844522968,0.0035332212224107,0.0004093303152025,"Deep Vihar (17 m), Rohini Sec 25 Deep Vihar (504 m), Prehlad Vihar (Deep Vihar) Rohini Sec 25 (508 m), Prehlad Vihar (Deep Vihar) Rohini Sec 25 (528 m), Power House Rohini Sec 24 (584 m)",Rithala,Red Line,2500.08,30.0,0.20978422553216028,0.2400000000000057,0.1453967592775744,0.045180722891566265,0.8546032407224256,0.356,0.029988428224622343,0.20978422553216028,0.045180722891566265,Poor
Prehlad Vihar (Deep Vihar) Rohini Sec 25,28.734987,77.086971,24,24,0.0030287733467945,0.0043650932826293,0.0005945335406243,"Rohini Sec 25 Deep Vihar (11 m), Prehlad Vihar (Deep Vihar) Rohini Sec 25 (22 m), Deep Vihar (506 m), Deep Vihar (508 m), Deep Vihar (490 m)",Rithala,Red Line,2523.56,30.28,0.31566279438293426,0.44000000000000256,0.1467627682276092,0.06927710843373495,0.8532372317723909,0.417,0.03704899250848377,0.31566279438293426,0.06927710843373495,Poor
Deep Vihar,28.737712,77.08302,16,16,0.0017667844522968,0.0035332212224107,0.0004093303152025,"Deep Vihar (22 m), Prehlad Vihar (Deep Vihar) Rohini Sec 25 (478 m), Prehlad Vihar (Deep Vihar) Rohini Sec 25 (490 m), Rohini Sec 25 Deep Vihar (501 m), Prahlad Pur (575 m)",Rithala,Red Line,3013.62,36.16,0.20978422553216028,0.2400000000000057,0.17527325996756016,0.045180722891566265,0.8247267400324398,0.347,0.029988428224622343,0.20978422553216028,0.045180722891566265,Poor
Pansali Dham Rohini,28.740753,77.076572,32,32,0.0007571933366986,7.303608078101147e-05,0.0001959225317533,"Pansali Dham Rohini (16 m), Deep Vihar (714 m), Deep Vihar (716 m), Krishna Colony (932 m), Rohini Sec 36 (957 m)",Rithala,Red Line,3718.7,44.63,0.08778143296871325,0.0800000000000019,0.2162930892048059,0.09337349397590362,0.7837069107951942,0.283,0.0006198981406589349,0.08778143296871325,0.09337349397590362,Poor
Rohini Sec 36,28.744632,77.067821,34,34,0.0012619888944977,0.0050167567289418,0.0004562537461727,"Rohini Sec 36 (19 m), Rohini Sec 36 (305 m), Rohini Sec 36 (315 m), Pansali Dham Rohini (952 m), Pansali Dham Rohini (957 m)",Rithala,Red Line,4664.47,55.98,0.23660981512639026,0.1600000000000038,0.27131567373097304,0.0993975903614458,0.728684326269027,0.323,0.042580025312882804,0.23660981512639026,0.0993975903614458,Poor
